TAZ_O,year,Pop,FT_wrk,Stu,HH,Jobs,Cars
1026,1996,797,478,40,339.0,296.0,459
1026,2001,1975,868,254,561.0,552.0,1139
1026,2006,1817,664,391,489.0,347.0,920
1026,2011,1390,656,1022,391.0,330.0,842
1026,2016,1710,518,277,583.0,221.0,1057
1027,1986,173,44,0,22.0,,88
1027,1991,65,0,0,65.0,784.0,22
1027,1996,60,0,0,60.0,1114.0,40
1027,2001,181,0,0,163.0,955.0,73
1027,2006,177,0,0,138.0,1092.0,20
1027,2011,223,0,0,162.0,1372.0,130
1027,2016,263,76,38,195.0,921.0,141
1028,1986,2579,1281,520,628.0,,1475
1028,1991,2739,1086,22,717.0,153.0,1544
1028,1996,1375,577,120,438.0,277.0,1058
1028,2001,1903,852,36,598.0,560.0,1164
1028,2006,2240,983,276,668.0,473.0,1415
1028,2011,1758,711,185,552.0,563.0,1066
1028,2016,3246,1266,378,992.0,693.0,1911
1029,1986,2080,931,215,542.0,,1299
1029,1991,3913,1546,43,1000.0,466.0,2453
1029,1996,3899,1747,560,1106.0,650.0,2988
1029,2001,3197,1288,307,927.0,760.0,2233
1029,2006,3201,1383,234,1207.0,557.0,2371
1029,2011,2910,1099,676,930.0,504.0,1875
1029,2016,4563,2160,355,1864.0,938.0,3567
1030,1986,65,22,0,22.0,,22
1030,1991,0,0,0,,22.0,0
1030,1996,187,63,0,21.0,21.0,84
1030,2001,653,274,0,218.0,203.0,346
1030,2006,583,229,124,167.0,339.0,355
1030,2011,239,122,48,77.0,336.0,180
1030,2016,790,386,185,233.0,382.0,532
1031,1986,166,24,0,47.0,,144
1031,1991,0,0,0,,0.0,0
1031,1996,292,105,0,62.0,119.0,147
1031,2001,0,0,0,,291.0,0
1031,2006,0,0,0,,83.0,0
1031,2011,0,0,0,,497.0,0
1031,2016,0,0,0,,355.0,0
1032,1986,0,0,0,,,0
1032,1991,0,0,0,,0.0,0
1032,1996,62,42,0,21.0,46.0,42
1032,2001,0,0,0,,19.0,0
1032,2006,0,0,0,,18.0,0
1032,2011,198,58,0,40.0,20.0,120
1032,2016,202,96,0,48.0,14.0,144
1033,1986,47,48,0,24.0,,48
1033,1991,0,0,0,,0.0,0
1033,1996,0,0,0,,0.0,0
1033,2001,0,0,0,,0.0,0
1033,2006,0,0,0,,0.0,0
1033,2011,0,0,0,,0.0,0
1033,2016,0,0,0,,0.0,0
1034,1986,0,0,0,,,0
1034,1991,65,22,0,22.0,0.0,66
1034,1996,0,0,0,,83.0,0
1034,2001,0,0,0,,18.0,0
1034,2006,72,36,0,36.0,61.0,54
1034,2011,184,80,0,69.0,68.0,156
1034,2016,80,15,0,25.0,66.0,97
1035,1986,331,189,0,118.0,,238
1035,1991,65,0,0,22.0,43.0,66
1035,1996,62,21,0,21.0,40.0,42
1035,2001,110,37,0,37.0,0.0,131
1035,2006,90,36,0,18.0,17.0,54
1035,2011,84,21,96,21.0,0.0,63
1035,2016,227,142,0,71.0,37.0,246
1036,1986,260,95,0,95.0,,190
1036,1991,87,44,0,43.0,45.0,86
1036,1996,271,105,500,62.0,17.0,147
1036,2001,352,184,80,93.0,59.0,276
1036,2006,233,108,0,54.0,76.0,144
1036,2011,501,143,0,132.0,58.0,356
1036,2016,719,283,29,192.0,221.0,565
1037,1986,95,48,0,24.0,,48
1037,1991,87,66,43,22.0,0.0,66
1037,1996,0,0,0,,0.0,0
1037,2001,0,0,0,,0.0,0
1037,2006,36,0,0,18.0,20.0,18
1037,2011,0,0,0,,20.0,0
1037,2016,0,0,0,,0.0,0
1038,1986,521,310,0,118.0,,309
1038,1991,130,43,0,43.0,0.0,86
1038,1996,0,0,0,,58.0,0
1038,2001,236,54,0,73.0,153.0,252
1038,2006,179,108,0,90.0,20.0,216
1038,2011,4670,2215,628,1390.0,347.0,2811
1038,2016,7102,3159,811,1980.0,484.0,4153
1039,1986,0,0,0,,,0
1039,1991,43,0,0,22.0,0.0,44
1039,1996,0,0,0,,0.0,0
1039,2001,0,0,0,,30.0,0
1039,2006,683,270,0,186.0,0.0,351
1039,2011,9043,4354,1557,2614.0,277.0,5311
1039,2016,7997,3436,1448,2037.0,389.0,4737
1040,1986,0,0,0,,,0
1040,1991,0,0,0,,23.0,0
1040,1996,0,0,0,,21.0,0
1040,2001,218,106,0,53.0,76.0,77
1040,2006,10479,4952,2586,2941.0,631.0,5696
1040,2011,13095,5629,1726,3521.0,1559.0,6556
1040,2016,12431,5263,2965,3522.0,1510.0,6637
1041,1986,325,215,0,87.0,,264
1041,1991,870,305,131,217.0,252.0,633
1041,1996,1000,396,0,250.0,129.0,670
1041,2001,1722,834,36,471.0,54.0,1376
1041,2006,1636,725,0,456.0,253.0,1138
1041,2011,2858,1118,564,855.0,263.0,2026
1041,2016,1528,670,168,490.0,118.0,1360
1042,1986,412,87,0,108.0,,196
1042,1991,4218,1347,326,1044.0,366.0,2433
1042,1996,4374,1772,335,1083.0,480.0,2810
1042,2001,6451,2934,758,1540.0,425.0,3984
1042,2006,6337,2817,1034,1698.0,1184.0,4123
1042,2011,6187,2633,619,1831.0,972.0,4168
1042,2016,5518,2492,601,1543.0,907.0,3895
1043,1986,5374,2556,346,1344.0,,2602
1043,1991,8979,3741,130,2283.0,349.0,5044
1043,1996,9154,4044,801,2565.0,867.0,5398
1043,2001,9159,4005,676,2536.0,1333.0,5687
1043,2006,8957,3998,1742,2664.0,834.0,5372
1043,2011,7900,3424,1028,2483.0,735.0,5164
1043,2016,6458,2720,935,2193.0,759.0,4574
1044,1986,823,368,344,195.0,,368
1044,1991,5870,2219,1325,1413.0,460.0,3105
1044,1996,5717,2618,643,1514.0,433.0,3259
1044,2001,8452,4203,836,2411.0,2717.0,5328
1044,2006,8564,3743,1501,2398.0,2229.0,5226
1044,2011,9967,3844,1755,3154.0,2488.0,6341
1044,2016,8477,3584,1661,2807.0,2318.0,5586
1045,1986,0,0,0,,,0
1045,1991,0,0,0,,3603.0,0
1045,1996,107,54,0,18.0,5652.0,36
1045,2001,0,0,0,,4826.0,0
1045,2006,0,0,0,,5934.0,0
1045,2011,0,0,0,,7338.0,0
1045,2016,0,0,0,,8374.0,0
1046,1986,0,0,0,,,0
1046,1991,0,0,0,,1643.0,0
1046,1996,0,0,0,,3672.0,0
1046,2001,0,0,0,,4042.0,0
1046,2006,0,0,0,,4754.0,0
1046,2011,53,0,0,36.0,4635.0,17
1046,2016,0,0,0,,5831.0,0
1047,1986,0,0,0,,,0
1047,1991,0,0,0,,660.0,0
1047,1996,0,0,0,,465.0,0
1047,2001,0,0,0,,2301.0,0
1047,2006,0,0,0,,1973.0,0
1047,2011,0,0,0,,1596.0,0
1047,2016,0,0,0,,2234.0,0
1048,1986,0,0,0,,,0
1048,1991,0,0,0,,4164.0,0
1048,1996,0,0,0,,657.0,0
1048,2001,0,0,0,,1308.0,0
1048,2006,0,0,0,,1699.0,0
1048,2011,0,0,0,,1354.0,0
1048,2016,0,0,0,,1710.0,0
1049,1986,0,0,0,,,0
1049,1991,0,0,0,,660.0,0
1049,1996,18,18,0,18.0,3617.0,0
1049,2001,0,0,0,,5183.0,0
1049,2006,0,0,0,,3964.0,0
1049,2011,87,44,144,22.0,4377.0,88
1049,2016,0,0,0,,4252.0,0
1050,1986,0,0,0,,,0
1050,1991,0,0,0,,22.0,0
1050,1996,0,0,0,,57.0,0
1050,2001,140,68,0,61.0,560.0,104
1050,2006,0,0,0,,946.0,0
1050,2011,0,0,0,,2090.0,0
1050,2016,0,0,0,,2035.0,0
1051,1986,43,0,0,22.0,,22
1051,1991,0,0,0,,23.0,0
1051,1996,0,0,0,,42.0,0
1051,2001,3698,2066,690,1137.0,323.0,2199
1051,2006,7911,3562,1573,2257.0,869.0,4390
1051,2011,10027,4156,1560,2714.0,1158.0,5124
1051,2016,7926,4298,1743,2292.0,1093.0,4548
1052,1986,0,0,0,,,0
1052,1991,0,0,0,,0.0,0
1052,1996,0,0,0,,0.0,0
1052,2001,0,0,0,,103.0,0
1052,2006,90,54,36,36.0,123.0,54
1052,2011,7763,3453,740,2188.0,1289.0,4227
1052,2016,4373,1888,689,1209.0,1779.0,2200
1053,1986,355,189,0,118.0,,307
1053,1991,174,44,0,43.0,0.0,110
1053,1996,83,42,0,21.0,0.0,63
1053,2001,159,104,0,52.0,26.0,122
1053,2006,125,36,0,54.0,18.0,36
1053,2011,842,419,96,244.0,79.0,705
1053,2016,638,430,0,148.0,76.0,560
1054,1986,71,48,0,24.0,,48
1054,1991,87,44,0,22.0,23.0,66
1054,1996,0,0,0,,128.0,0
1054,2001,202,128,0,56.0,195.0,130
1054,2006,90,23,0,23.0,105.0,69
1054,2011,93,24,54,47.0,297.0,118
1054,2016,90,57,0,26.0,371.0,102
1055,1986,47,0,0,24.0,,24
1055,1991,0,0,0,,0.0,0
1055,1996,0,0,0,,24.0,0
1055,2001,0,0,0,,18.0,0
1055,2006,0,0,0,,20.0,0
1055,2011,292,45,216,45.0,49.0,69
1055,2016,388,122,244,72.0,73.0,94
1056,1986,0,0,0,,,0
1056,1991,0,0,0,,0.0,0
1056,1996,0,0,0,,0.0,0
1056,2001,6019,2804,936,1684.0,368.0,2888
1056,2006,9441,3972,1955,2515.0,543.0,4372
1056,2011,10050,3915,3931,2575.0,559.0,4464
1056,2016,9473,3701,2275,2447.0,585.0,4540
1057,1986,0,0,0,,,0
1057,1991,0,0,0,,186.0,0
1057,1996,0,0,0,,661.0,0
1057,2001,232,116,0,78.0,1017.0,154
1057,2006,0,0,0,,1097.0,0
1057,2011,0,0,0,,1353.0,0
1057,2016,0,0,0,,1251.0,0
1058,1986,0,0,0,,,0
1058,1991,0,0,0,,0.0,0
1058,1996,0,0,0,,180.0,0
1058,2001,250,111,0,81.0,363.0,162
1058,2006,2210,917,600,538.0,664.0,897
1058,2011,2336,1004,717,596.0,1683.0,1108
1058,2016,1893,699,261,600.0,1627.0,997
1059,1986,0,0,0,,,0
1059,1991,0,0,0,,74.0,0
1059,1996,0,0,0,,1468.0,0
1059,2001,0,0,0,,2333.0,0
1059,2006,0,0,0,,7128.0,0
1059,2011,0,0,0,,10062.0,0
1059,2016,0,0,0,,11276.0,0
1060,1986,0,0,0,,,0
1060,1991,0,0,0,,1654.0,0
1060,1996,0,0,0,,6369.0,0
1060,2001,43,14,0,14.0,7370.0,28
1060,2006,0,0,0,,8368.0,0
1060,2011,21,21,0,21.0,9257.0,21
1060,2016,0,0,0,,11049.0,0
1061,1986,0,0,0,,,0
1061,1991,0,0,0,,208.0,0
1061,1996,0,0,0,,525.0,0
1061,2001,0,0,0,,1151.0,0
1061,2006,0,0,0,,2057.0,0
1061,2011,0,0,0,,2477.0,0
1061,2016,0,0,0,,3058.0,0
1062,1986,0,0,0,,,0
1062,1991,0,0,0,,120.0,0
1062,1996,0,0,0,,580.0,0
1062,2001,888,432,261,281.0,1391.0,348
1062,2006,0,0,0,,1431.0,0
1062,2011,0,0,0,,1799.0,0
1062,2016,0,0,0,,1301.0,0
1063,1986,0,0,0,,,0
1063,1991,0,0,0,,2957.0,0
1063,1996,45,23,23,23.0,1939.0,23
1063,2001,0,0,0,,2715.0,0
1063,2006,0,0,0,,2352.0,0
1063,2011,0,0,0,,3131.0,0
1063,2016,0,0,0,,4439.0,0
1064,1986,0,0,0,,,0
1064,1991,0,0,0,,2501.0,0
1064,1996,0,0,0,,4076.0,0
1064,2001,59,20,0,20.0,4929.0,40
1064,2006,0,0,0,,4059.0,0
1064,2011,108,50,0,41.0,3471.0,41
1064,2016,0,0,0,,2905.0,0
1065,1986,71,48,0,24.0,,24
1065,1991,43,0,0,22.0,3898.0,44
1065,1996,0,0,0,,1058.0,0
1065,2001,0,0,0,,5047.0,0
1065,2006,0,0,0,,4558.0,0
1065,2011,0,0,0,,5561.0,0
1065,2016,399,398,0,296.0,4426.0,321
1066,1986,0,0,0,,,0
1066,1991,0,0,0,,595.0,0
1066,1996,0,0,0,,2363.0,0
1066,2001,0,0,0,,1952.0,0
1066,2006,0,0,0,,3052.0,0
1066,2011,0,0,0,,3188.0,0
1066,2016,0,0,0,,2624.0,0
1067,1986,71,24,0,24.0,,48
1067,1991,0,0,0,,1203.0,0
1067,1996,0,0,0,,850.0,0
1067,2001,0,0,0,,2142.0,0
1067,2006,0,0,0,,3533.0,0
1067,2011,301,142,0,168.0,3419.0,236
1067,2016,114,88,0,69.0,3729.0,113
1068,1986,0,0,0,,,0
1068,1991,0,0,0,,424.0,0
1068,1996,204,69,364,68.0,1188.0,114
1068,2001,568,307,80,192.0,1391.0,302
1068,2006,316,204,90,135.0,3203.0,204
1068,2011,483,170,0,145.0,2356.0,211
1068,2016,399,229,0,146.0,3243.0,210
1069,1986,71,48,0,24.0,,48
1069,1991,130,0,0,43.0,230.0,43
1069,1996,1515,700,114,436.0,350.0,872
1069,2001,5324,2497,756,1543.0,627.0,3039
1069,2006,7685,3186,1256,2449.0,1914.0,4062
1069,2011,7204,2720,1675,2629.0,2357.0,3823
1069,2016,9968,4603,1375,3539.0,2247.0,5665
1070,1986,1112,545,0,426.0,,784
1070,1991,4218,1890,217,1283.0,218.0,2542
1070,1996,4451,1858,722,1364.0,1168.0,2595
1070,2001,4021,1641,306,1154.0,1125.0,2306
1070,2006,5216,2109,1535,1533.0,960.0,3188
1070,2011,4155,1746,999,1267.0,1065.0,2680
1070,2016,4842,2060,1490,1381.0,820.0,2752
1071,1986,118,0,0,24.0,,24
1071,1991,283,87,0,65.0,22.0,173
1071,1996,0,0,0,,161.0,0
1071,2001,4378,2309,270,1269.0,490.0,2548
1071,2006,5808,2497,998,1577.0,684.0,2955
1071,2011,5526,2443,1326,1551.0,744.0,2900
1071,2016,5602,2630,972,1515.0,798.0,3416
1072,1986,1846,876,94,497.0,,995
1072,1991,2957,1088,130,783.0,249.0,1694
1072,1996,4243,2217,190,1307.0,223.0,2558
1072,2001,9618,4666,984,2799.0,1168.0,5651
1072,2006,10339,4572,1997,2994.0,1047.0,5728
1072,2011,12023,5168,2943,3496.0,2029.0,6774
1072,2016,12675,6019,1687,3835.0,1335.0,8318
1073,1986,189,120,0,47.0,,192
1073,1991,152,110,0,43.0,0.0,88
1073,1996,0,0,0,,0.0,0
1073,2001,90,36,0,36.0,59.0,36
1073,2006,135,46,0,45.0,102.0,90
1073,2011,0,0,0,,0.0,0
1073,2016,116,43,0,46.0,43.0,87
1074,1986,142,94,0,47.0,,120
1074,1991,0,0,0,,0.0,0
1074,1996,0,0,0,,20.0,0
1074,2001,198,36,108,54.0,56.0,144
1074,2006,203,113,180,68.0,40.0,91
1074,2011,0,0,0,,46.0,0
1074,2016,78,0,0,26.0,65.0,26
1075,1986,0,0,0,,,0
1075,1991,0,0,0,,245.0,0
1075,1996,0,0,0,,94.0,0
1075,2001,288,198,0,108.0,83.0,216
1075,2006,3156,1333,0,902.0,182.0,1623
1075,2011,3547,1584,585,1044.0,521.0,1991
1075,2016,5615,2669,528,1520.0,606.0,3594
1076,1986,0,0,0,,,0
1076,1991,217,66,0,109.0,405.0,109
1076,1996,284,95,57,95.0,289.0,171
1076,2001,505,252,0,162.0,836.0,234
1076,2006,1497,620,280,479.0,969.0,699
1076,2011,2125,832,545,710.0,739.0,1288
1076,2016,1042,671,168,406.0,950.0,658
1077,1986,24,24,0,24.0,,24
1077,1991,196,65,44,65.0,75.0,151
1077,1996,0,0,0,,268.0,0
1077,2001,126,90,0,54.0,270.0,90
1077,2006,0,0,0,,550.0,0
1077,2011,56,0,0,38.0,706.0,0
1077,2016,112,0,0,112.0,1189.0,66
1078,1986,0,0,0,,,0
1078,1991,5587,2392,825,1391.0,2415.0,2850
1078,1996,5360,2217,494,1326.0,1150.0,2897
1078,2001,6014,2810,1586,1537.0,803.0,3424
1078,2006,6073,2489,1969,1633.0,1463.0,3283
1078,2011,7320,3458,1302,2301.0,975.0,4549
1078,2016,5220,2415,761,1669.0,1570.0,3521
1079,1986,71,72,0,24.0,,72
1079,1991,43,44,0,22.0,0.0,66
1079,1996,817,317,0,204.0,100.0,408
1079,2001,487,234,0,144.0,34.0,342
1079,2006,0,0,0,,219.0,0
1079,2011,11417,5384,3810,3394.0,1485.0,6081
1079,2016,9770,4542,2824,2783.0,1039.0,5404
1080,1986,0,0,0,,,0
1080,1991,0,0,0,,154.0,0
1080,1996,0,0,0,,939.0,0
1080,2001,131,92,0,56.0,3523.0,150
1080,2006,0,0,0,,3367.0,0
1080,2011,154,65,156,43.0,3817.0,86
1080,2016,0,0,0,,3987.0,0
1081,1986,142,96,0,24.0,,144
1081,1991,0,0,0,,0.0,0
1081,1996,0,0,0,,82.0,0
1081,2001,5885,2855,1267,1857.0,336.0,3033
1081,2006,7280,3360,2074,1984.0,595.0,3382
1081,2011,8984,4494,2922,2797.0,656.0,4994
1081,2016,6169,2894,1254,1818.0,704.0,3482
1082,1986,0,0,0,,,0
1082,1991,0,0,0,,655.0,0
1082,1996,0,0,0,,2175.0,0
1082,2001,113,32,0,65.0,2854.0,81
1082,2006,406,295,135,158.0,4724.0,342
1082,2011,544,250,352,145.0,5727.0,204
1082,2016,823,402,200,239.0,6924.0,458
1083,1986,0,0,0,,,0
1083,1991,0,0,0,,9525.0,0
1083,1996,0,0,0,,7508.0,0
1083,2001,0,0,0,,4066.0,0
1083,2006,0,0,0,,5170.0,0
1083,2011,0,0,0,,4975.0,0
1083,2016,0,0,0,,4439.0,0
1084,1986,0,0,0,,,0
1084,1991,196,66,0,43.0,1298.0,86
1084,1996,0,0,0,,2990.0,0
1084,2001,0,0,0,,3442.0,0
1084,2006,0,0,0,,3672.0,0
1084,2011,46,46,0,23.0,4015.0,69
1084,2016,0,0,0,,4351.0,0
1085,1986,1112,498,95,260.0,,547
1085,1991,283,152,86,65.0,721.0,176
1085,1996,545,204,0,182.0,567.0,273
1085,2001,908,343,40,262.0,4402.0,483
1085,2006,473,159,0,203.0,1693.0,271
1085,2011,629,250,0,225.0,1317.0,400
1085,2016,1212,439,0,344.0,1433.0,900
1086,1986,0,0,0,,,0
1086,1991,0,0,0,,2549.0,0
1086,1996,0,0,0,,4017.0,0
1086,2001,0,0,0,,4275.0,0
1086,2006,0,0,0,,5248.0,0
1086,2011,76,17,0,55.0,5374.0,76
1086,2016,110,0,0,62.0,4031.0,0
1087,1986,7655,3415,2322,2015.0,,3388
1087,1991,5078,2294,2244,1357.0,235.0,2338
1087,1996,6843,2693,2322,1808.0,334.0,3126
1087,2001,6029,2853,2139,1588.0,211.0,3197
1087,2006,7160,3186,2029,2074.0,678.0,3907
1087,2011,5201,2273,2146,1571.0,256.0,2742
1087,2016,5243,2296,1444,1610.0,361.0,3080
1088,1986,2844,1447,1041,901.0,,1517
1088,1991,4142,1356,1125,1076.0,2003.0,1683
1088,1996,3980,1508,1134,1246.0,2853.0,1784
1088,2001,5946,2366,2334,2044.0,3566.0,2769
1088,2006,4386,1868,1676,1404.0,1983.0,2272
1088,2011,4256,1922,1834,1573.0,973.0,2011
1088,2016,6735,2879,1514,2657.0,734.0,3487
1089,1986,4574,1873,1611,1232.0,,2205
1089,1991,9220,3765,1943,2480.0,997.0,4564
1089,1996,7942,3441,1785,2269.0,1077.0,4333
1089,2001,8377,3611,1939,2310.0,1088.0,4446
1089,2006,7814,3342,1938,2306.0,1080.0,4488
1089,2011,8498,3267,3874,2592.0,937.0,4736
1089,2016,6402,2398,2260,1866.0,869.0,3355
1090,1986,1588,924,427,474.0,,830
1090,1991,5780,2246,981,1591.0,563.0,2901
1090,1996,6802,2798,1582,1850.0,952.0,3208
1090,2001,7982,3450,1560,2192.0,729.0,4250
1090,2006,6322,2605,2624,1867.0,606.0,3292
1090,2011,6191,2721,2127,1891.0,385.0,3621
1090,2016,5461,2313,1512,1600.0,1054.0,3130
1091,1986,0,0,0,,,0
1091,1991,1006,515,47,491.0,1373.0,702
1091,1996,1907,682,272,795.0,2242.0,1022
1091,2001,1586,682,205,743.0,2275.0,847
1091,2006,3111,1035,380,1650.0,2408.0,1820
1091,2011,5440,1885,581,2732.0,2825.0,3014
1091,2016,6830,2598,889,3450.0,3146.0,3802
1092,1986,190,95,47,71.0,,118
1092,1991,3253,1192,187,819.0,304.0,1799
1092,1996,6742,2838,1635,1793.0,879.0,3564
1092,2001,6435,2676,970,1714.0,657.0,3491
1092,2006,6609,2964,1045,1899.0,1660.0,4235
1092,2011,5352,2112,1762,1576.0,2144.0,3299
1092,2016,6991,3201,1527,2038.0,2108.0,4622
1093,1986,0,0,0,,,0
1093,1991,0,0,0,,947.0,0
1093,1996,0,0,0,,205.0,0
1093,2001,628,357,244,200.0,2347.0,343
1093,2006,5049,2320,654,1488.0,2213.0,2795
1093,2011,10811,4935,2508,3184.0,1795.0,5870
1093,2016,10728,4848,2221,3141.0,2178.0,5785
1094,1986,189,47,0,47.0,,47
1094,1991,0,0,0,,22.0,0
1094,1996,295,23,0,45.0,240.0,45
1094,2001,57,0,0,14.0,75.0,14
1094,2006,7799,3516,1711,2141.0,1097.0,3990
1094,2011,6721,2620,1529,2078.0,1024.0,3597
1094,2016,7039,3071,1494,2022.0,727.0,3739
1095,1986,189,48,141,47.0,,72
1095,1991,0,0,0,,117.0,0
1095,1996,0,0,0,,19.0,0
1095,2001,0,0,0,,16.0,0
1095,2006,0,0,0,,77.0,0
1095,2011,1459,622,44,426.0,344.0,764
1095,2016,2606,1265,548,739.0,414.0,1464
1096,1986,0,0,0,,,0
1096,1991,0,0,0,,0.0,0
1096,1996,0,0,0,,0.0,0
1096,2001,0,0,0,,115.0,0
1096,2006,0,0,0,,97.0,0
1096,2011,7095,2829,3237,1998.0,1336.0,3545
1096,2016,6860,2827,1622,1967.0,2025.0,3510
1097,1986,95,48,0,24.0,,48
1097,1991,0,0,0,,25.0,0
1097,1996,0,0,0,,100.0,0
1097,2001,20,0,0,20.0,116.0,60
1097,2006,90,23,0,23.0,166.0,46
1097,2011,6566,2800,2120,1903.0,620.0,3727
1097,2016,7197,3310,895,2042.0,1450.0,4348
1098,1986,379,166,48,118.0,,236
1098,1991,391,129,0,87.0,65.0,240
1098,1996,68,23,0,23.0,25.0,92
1098,2001,495,140,195,160.0,107.0,264
1098,2006,135,23,0,23.0,95.0,92
1098,2011,362,105,0,138.0,164.0,333
1098,2016,313,145,21,116.0,151.0,291
1099,1986,47,24,0,24.0,,24
1099,1991,0,0,0,,0.0,0
1099,1996,0,0,0,,0.0,0
1099,2001,140,40,0,20.0,0.0,60
1099,2006,45,46,0,23.0,44.0,46
1099,2011,87,22,0,22.0,83.0,44
1099,2016,26,26,0,26.0,57.0,26
1100,1986,1228,601,678,340.0,,626
1100,1991,1547,522,377,460.0,1970.0,753
1100,1996,2053,960,748,620.0,2891.0,1090
1100,2001,6219,2477,2781,2212.0,2654.0,2740
1100,2006,4016,1494,1057,1747.0,2346.0,1830
1100,2011,5591,2072,1572,2542.0,2842.0,2960
1100,2016,5573,2241,1211,2531.0,2309.0,2961
1101,1986,9220,3737,2116,2638.0,,4334
1101,1991,12671,4604,2804,3492.0,1977.0,6192
1101,1996,16583,5577,3494,5178.0,2067.0,8629
1101,2001,15549,5859,2930,5040.0,2904.0,8492
1101,2006,14209,5407,4417,4892.0,2437.0,7786
1101,2011,12054,4536,3267,4304.0,2861.0,6842
1101,2016,14883,5511,2363,4972.0,2747.0,8447
1102,1986,1515,626,886,366.0,,653
1102,1991,4844,1824,712,1385.0,233.0,2644
1102,1996,4322,1856,762,1243.0,568.0,2432
1102,2001,4845,1935,1319,1298.0,614.0,2620
1102,2006,5412,2280,1653,1481.0,802.0,3057
1102,2011,4406,1791,851,1414.0,1483.0,2969
1102,2016,5297,2287,960,1656.0,1044.0,3762
1103,1986,1410,651,0,470.0,,939
1103,1991,732,189,250,272.0,284.0,460
1103,1996,909,317,130,297.0,818.0,596
1103,2001,1028,458,171,343.0,418.0,671
1103,2006,1044,494,285,361.0,649.0,722
1103,2011,741,305,0,258.0,512.0,514
1103,2016,408,173,76,202.0,375.0,244
1104,1986,581,197,129,108.0,,350
1104,1991,306,101,51,76.0,326.0,279
1104,1996,467,181,0,122.0,226.0,222
1104,2001,379,157,125,113.0,497.0,221
1104,2006,750,355,434,237.0,276.0,532
1104,2011,1237,474,240,299.0,278.0,660
1104,2016,831,279,102,237.0,321.0,500
1105,1986,2904,1250,949,817.0,,1798
1105,1991,5608,2293,994,1631.0,229.0,3184
1105,1996,4525,1967,751,1380.0,1071.0,2758
1105,2001,4835,2123,845,1409.0,1671.0,3115
1105,2006,5271,1994,1025,1737.0,2159.0,3297
1105,2011,8978,3690,1884,2773.0,2079.0,5947
1105,2016,6488,2353,623,2034.0,2121.0,4224
1106,1986,6152,3056,495,2129.0,,3573
1106,1991,7364,2122,1748,2247.0,1810.0,3870
1106,1996,8400,3894,2595,3186.0,2469.0,4912
1106,2001,8710,3803,1626,3166.0,2230.0,5224
1106,2006,7525,3002,3151,2884.0,2341.0,4068
1106,2011,6982,2995,1600,2787.0,2433.0,4300
1106,2016,6445,2530,1810,2672.0,2046.0,4087
1107,1986,3183,1485,559,968.0,,1942
1107,1991,4244,1747,1497,1498.0,934.0,2497
1107,1996,7899,3431,1136,2372.0,1973.0,4433
1107,2001,8872,3718,2006,2950.0,643.0,5080
1107,2006,7796,3101,2488,2632.0,1485.0,4937
1107,2011,8603,3652,2300,3129.0,1402.0,5313
1107,2016,8440,3411,2564,2845.0,914.0,5340
1108,1986,4345,1851,473,1506.0,,2395
1108,1991,4155,1731,763,1504.0,677.0,2521
1108,1996,4073,1549,540,1406.0,2299.0,2648
1108,2001,4663,1853,1075,1487.0,2195.0,2787
1108,2006,3889,1596,1195,1520.0,2354.0,2350
1108,2011,3510,1373,1051,1217.0,3161.0,2326
1108,2016,4064,1744,818,1489.0,3787.0,2612
1109,1986,4065,1549,1055,1420.0,,2047
1109,1991,5863,2420,510,2116.0,1409.0,3413
1109,1996,5983,2469,936,2036.0,1727.0,3351
1109,2001,5945,2510,1243,2066.0,554.0,3812
1109,2006,6491,2251,2043,2288.0,1342.0,3812
1109,2011,6677,2775,1384,2242.0,1914.0,3709
1109,2016,7314,3047,1463,2522.0,1525.0,4134
1110,1986,1081,614,234,351.0,,730
1110,1991,3481,1276,770,877.0,186.0,1754
1110,1996,3024,1308,411,878.0,270.0,1718
1110,2001,6873,3150,1489,1887.0,578.0,3934
1110,2006,8010,3559,1307,2273.0,1289.0,4681
1110,2011,6730,3049,2144,2010.0,1453.0,3831
1110,2016,6969,3094,1929,2016.0,1361.0,4274
1111,1986,409,145,116,88.0,,232
1111,1991,0,0,0,,0.0,0
1111,1996,956,449,78,312.0,38.0,529
1111,2001,3020,1444,386,855.0,120.0,1733
1111,2006,5108,2409,855,1643.0,373.0,3128
1111,2011,8234,3556,2329,2447.0,704.0,4709
1111,2016,9373,3778,1635,2585.0,659.0,5197
1112,1986,468,87,87,117.0,,261
1112,1991,239,81,0,80.0,53.0,133
1112,1996,216,152,0,86.0,63.0,152
1112,2001,219,79,0,60.0,19.0,99
1112,2006,4028,1697,723,1154.0,567.0,2310
1112,2011,6364,2912,2112,1774.0,787.0,3689
1112,2016,8152,3737,2588,2307.0,929.0,4695
1113,1986,468,175,0,146.0,,261
1113,1991,106,27,0,80.0,0.0,162
1113,1996,474,174,0,129.0,161.0,173
1113,2001,1300,656,650,397.0,131.0,938
1113,2006,2376,1108,271,815.0,245.0,1586
1113,2011,14206,6524,2577,4315.0,776.0,8065
1113,2016,13561,6468,2280,4008.0,793.0,8298
1114,1986,2016,934,234,614.0,,1432
1114,1991,2630,1196,212,877.0,352.0,1808
1114,1996,1595,734,238,560.0,425.0,1104
1114,2001,1762,800,240,581.0,497.0,1140
1114,2006,2652,1141,499,810.0,847.0,1565
1114,2011,3779,1598,593,1199.0,761.0,2317
