TAZ_O,year,Pop,FT_wrk,Stu,HH,Jobs,Cars
697,2011,4011,1549,0,1302.0,314.0,2360
697,2016,5825,2378,547,1768.0,176.0,3838
698,1986,2286,887,0,887.0,,1261
698,1991,3597,1155,146,1431.0,1150.0,2389
698,1996,1887,665,0,710.0,1476.0,843
698,2001,1656,517,192,558.0,930.0,885
698,2006,1467,624,73,715.0,1033.0,953
698,2011,1938,725,331,778.0,1261.0,1257
698,2016,1347,504,0,777.0,833.0,1034
699,1986,1213,467,0,420.0,,749
699,1991,606,220,0,239.0,173.0,312
699,1996,4618,2088,220,1532.0,884.0,2573
699,2001,6118,2562,248,1955.0,715.0,3274
699,2006,6830,2746,393,2226.0,939.0,4164
699,2011,6201,2788,448,2084.0,1063.0,3982
699,2016,6822,2602,273,2336.0,913.0,4524
700,1986,140,46,0,23.0,,46
700,1991,468,156,0,156.0,156.0,312
700,1996,44,0,0,22.0,22.0,22
700,2001,60,40,0,20.0,0.0,60
700,2006,0,0,0,,16.0,0
700,2011,281,161,0,100.0,95.0,219
700,2016,50,12,0,16.0,55.0,40
701,1986,3266,1213,0,933.0,,1562
701,1991,2966,1560,0,937.0,210.0,1716
701,1996,4122,1906,73,1319.0,363.0,2492
701,2001,4538,2057,58,1538.0,487.0,2882
701,2006,3318,1426,347,1196.0,364.0,2182
701,2011,3114,1282,319,1080.0,505.0,1997
701,2016,4544,1995,41,1524.0,309.0,2982
702,1986,1376,655,0,490.0,,699
702,1991,1578,440,0,624.0,850.0,788
702,1996,1337,550,219,550.0,721.0,732
702,2001,1631,555,38,729.0,1084.0,728
702,2006,733,270,136,328.0,867.0,423
702,2011,1495,471,0,598.0,780.0,898
702,2016,1063,407,27,480.0,979.0,718
703,1986,1376,466,23,537.0,,676
703,1991,2129,806,0,789.0,888.0,1227
703,1996,2112,759,0,905.0,995.0,1356
703,2001,1620,537,51,621.0,768.0,903
703,2006,2971,770,116,1273.0,1088.0,1872
703,2011,2012,697,0,821.0,961.0,1316
703,2016,1140,387,0,521.0,1097.0,913
704,1986,233,138,0,47.0,,141
704,1991,624,0,0,156.0,246.0,312
704,1996,0,0,0,,565.0,0
704,2001,0,0,0,,365.0,0
704,2006,0,0,0,,666.0,0
704,2011,0,0,0,,370.0,0
704,2016,0,0,0,,657.0,0
705,1986,233,92,0,47.0,,115
705,1991,0,0,0,,0.0,0
705,1996,0,0,0,,38.0,0
705,2001,115,38,0,19.0,59.0,38
705,2006,0,0,0,,60.0,0
705,2011,19,0,0,19.0,55.0,0
705,2016,0,0,0,,61.0,0
706,1986,59,58,0,29.0,,58
706,1991,171,113,0,85.0,396.0,113
706,1996,73,54,0,37.0,84.0,90
706,2001,115,76,0,58.0,89.0,133
706,2006,367,136,0,116.0,57.0,310
706,2011,169,78,0,79.0,19.0,147
706,2016,141,79,0,72.0,3.0,148
707,1986,0,0,0,,,0
707,1991,57,56,0,28.0,199.0,56
707,1996,165,73,0,73.0,204.0,164
707,2001,115,57,0,38.0,236.0,76
707,2006,77,38,0,39.0,483.0,78
707,2011,35,11,0,24.0,423.0,34
707,2016,53,40,0,26.0,234.0,80
708,1986,59,0,0,29.0,,0
708,1991,427,84,0,171.0,18.0,226
708,1996,266,0,0,178.0,81.0,178
708,2001,153,0,0,134.0,147.0,114
708,2006,752,48,0,412.0,84.0,630
708,2011,1431,120,0,799.0,29.0,995
708,2016,1076,55,0,612.0,84.0,843
709,1986,163,46,0,47.0,,69
709,1991,0,0,0,,0.0,0
709,1996,89,44,0,22.0,35.0,44
709,2001,77,19,0,19.0,0.0,38
709,2006,0,0,0,,0.0,0
709,2011,111,23,0,41.0,0.0,63
709,2016,15,0,0,15.0,35.0,15
710,1986,210,69,0,47.0,,161
710,1991,0,0,0,,18.0,0
710,1996,89,0,0,44.0,41.0,22
710,2001,134,38,0,57.0,57.0,114
710,2006,218,49,0,49.0,24.0,98
710,2011,62,38,0,31.0,0.0,43
710,2016,0,0,0,,25.0,0
711,1986,70,23,0,47.0,,47
711,1991,0,0,0,,0.0,0
711,1996,0,0,0,,58.0,0
711,2001,0,0,0,,19.0,0
711,2006,0,0,0,,33.0,0
711,2011,24,12,0,12.0,12.0,36
711,2016,0,0,0,,0.0,0
712,1986,165,56,0,55.0,,168
712,1991,249,62,0,83.0,23.0,104
712,1996,128,63,0,43.0,24.0,86
712,2001,458,158,0,119.0,0.0,318
712,2006,243,113,0,81.0,0.0,162
712,2011,580,339,38,168.0,141.0,401
712,2016,85,45,0,36.0,10.0,94
713,1986,220,56,0,55.0,,140
713,1991,166,105,0,62.0,108.0,147
713,1996,255,128,0,85.0,32.0,191
713,2001,180,60,0,40.0,36.0,140
713,2006,227,112,0,81.0,82.0,226
713,2011,97,0,0,54.0,43.0,67
713,2016,150,80,0,60.0,12.0,169
714,1986,330,168,0,138.0,,276
714,1991,208,84,0,83.0,45.0,166
714,1996,489,170,0,128.0,96.0,362
714,2001,580,200,0,240.0,80.0,400
714,2006,567,275,0,227.0,198.0,486
714,2011,703,337,55,221.0,43.0,577
714,2016,619,324,0,219.0,136.0,555
715,1986,1100,468,0,330.0,,662
715,1991,623,209,0,208.0,127.0,458
715,1996,383,233,0,106.0,155.0,338
715,2001,714,297,0,258.0,179.0,574
715,2006,616,195,0,211.0,69.0,517
715,2011,949,355,0,316.0,102.0,816
715,2016,1802,640,0,593.0,144.0,1573
716,1986,1761,828,220,633.0,,1350
716,1991,1642,520,0,623.0,318.0,938
716,1996,2656,849,0,893.0,352.0,1662
716,2001,1710,734,0,654.0,349.0,1250
716,2006,1653,616,64,567.0,241.0,1166
716,2011,1805,751,0,697.0,472.0,1450
716,2016,1208,434,0,483.0,274.0,857
717,1986,1871,800,55,523.0,,1186
717,1991,1288,458,42,457.0,389.0,1080
717,1996,1891,787,0,638.0,386.0,1446
717,2001,1576,557,0,498.0,188.0,957
717,2006,1524,517,32,567.0,405.0,1149
717,2011,1348,593,0,463.0,557.0,1153
717,2016,968,485,0,397.0,629.0,1022
718,1986,358,139,0,110.0,,222
718,1991,457,146,83,145.0,42.0,228
718,1996,701,171,43,170.0,63.0,364
718,2001,680,240,0,340.0,59.0,640
718,2006,859,387,0,308.0,16.0,614
718,2011,591,233,0,192.0,85.0,477
718,2016,853,259,0,304.0,64.0,875
719,1986,110,28,0,55.0,,84
719,1991,270,147,0,83.0,105.0,252
719,1996,0,0,0,,44.0,0
719,2001,76,38,0,38.0,73.0,95
719,2006,65,16,0,32.0,0.0,64
719,2011,137,38,0,60.0,55.0,127
719,2016,139,104,0,81.0,76.0,128
720,1986,578,332,0,193.0,,414
720,1991,353,189,0,125.0,21.0,271
720,1996,200,88,0,67.0,92.0,154
720,2001,170,76,0,75.0,40.0,133
720,2006,212,76,0,77.0,75.0,133
720,2011,134,57,0,73.0,159.0,104
720,2016,115,38,0,63.0,158.0,113
721,1986,1871,662,0,688.0,,1103
721,1991,4509,1705,0,1455.0,601.0,2743
721,1996,5880,2240,0,1775.0,567.0,3307
721,2001,6237,2438,397,1991.0,956.0,3395
721,2006,5307,2328,462,1942.0,698.0,3556
721,2011,5535,1681,505,1965.0,1012.0,3500
721,2016,6423,2791,489,2169.0,1197.0,4641
722,1986,0,0,0,,,0
722,1991,1041,42,0,525.0,102.0,680
722,1996,510,88,0,266.0,112.0,355
722,2001,1374,296,113,730.0,131.0,901
722,2006,1904,538,76,788.0,161.0,1284
722,2011,2409,538,57,1161.0,145.0,1834
722,2016,2529,890,0,1189.0,249.0,1725
723,1986,55,56,0,28.0,,28
723,1991,499,125,0,166.0,219.0,291
723,1996,200,111,0,89.0,0.0,176
723,2001,407,171,0,143.0,55.0,333
723,2006,269,96,0,135.0,18.0,306
723,2011,335,127,0,143.0,215.0,304
723,2016,645,273,0,190.0,68.0,509
724,1986,28,0,0,28.0,,28
724,1991,353,42,0,104.0,197.0,228
724,1996,222,88,222,67.0,44.0,110
724,2001,458,92,0,211.0,111.0,265
724,2006,385,154,152,96.0,151.0,211
724,2011,303,134,0,106.0,87.0,378
724,2016,347,184,16,141.0,23.0,373
725,1986,110,28,0,28.0,,56
725,1991,312,105,0,83.0,129.0,168
725,1996,213,43,0,64.0,36.0,107
725,2001,0,0,0,,0.0,0
725,2006,195,48,0,81.0,0.0,97
725,2011,55,37,0,37.0,19.0,73
725,2016,283,130,0,70.0,107.0,230
726,1986,706,339,0,219.0,,535
726,1991,1406,468,0,351.0,161.0,702
726,1996,574,264,0,191.0,18.0,503
726,2001,262,110,0,81.0,87.0,190
726,2006,393,164,0,180.0,110.0,342
726,2011,510,153,0,199.0,49.0,374
726,2016,741,356,0,234.0,129.0,773
727,1986,1291,487,0,390.0,,826
727,1991,1054,234,0,234.0,257.0,351
727,1996,1491,640,0,473.0,249.0,1045
727,2001,2151,1089,0,767.0,392.0,1960
727,2006,1590,687,0,557.0,453.0,1146
727,2011,2082,809,0,697.0,265.0,1820
727,2016,1378,709,0,466.0,117.0,1248
728,1986,1583,634,0,585.0,,1244
728,1991,3866,1404,0,1172.0,722.0,2927
728,1996,355,189,0,142.0,82.0,331
728,2001,815,360,0,289.0,298.0,612
728,2006,1229,492,0,393.0,362.0,903
728,2011,1920,647,29,634.0,427.0,1489
728,2016,1383,476,31,451.0,237.0,1075
729,1986,2241,852,0,682.0,,1316
729,1991,2695,938,234,703.0,846.0,1521
729,1996,2958,1371,191,1136.0,1127.0,2082
729,2001,2958,1148,34,1094.0,1453.0,1963
729,2006,2426,802,0,983.0,1215.0,1604
729,2011,2953,1015,94,1074.0,1732.0,2117
729,2016,4138,1719,613,1526.0,1767.0,2914
730,1986,1364,511,0,487.0,,777
730,1991,1172,585,0,586.0,1190.0,702
730,1996,1396,616,0,521.0,1038.0,782
730,2001,1692,512,0,667.0,1135.0,1178
730,2006,1360,294,0,738.0,1545.0,1083
730,2011,1737,371,47,898.0,1723.0,1199
730,2016,1651,125,0,772.0,1426.0,1347
731,1986,1194,511,49,438.0,,779
731,1991,703,0,0,117.0,234.0,351
731,1996,2177,734,0,733.0,260.0,1348
731,2001,2612,1147,68,942.0,498.0,1627
731,2006,3262,1344,0,1213.0,353.0,2491
731,2011,3298,1329,99,1216.0,670.0,2612
731,2016,2120,893,48,903.0,241.0,1743
732,1986,1194,341,0,365.0,,632
732,1991,1172,351,0,351.0,42.0,468
732,1996,1088,378,0,379.0,307.0,614
732,2001,770,291,136,308.0,429.0,565
732,2006,1147,427,0,410.0,655.0,639
732,2011,456,125,0,206.0,525.0,341
732,2016,1016,136,1137,440.0,627.0,532
733,1986,122,96,0,49.0,,98
733,1991,820,234,0,351.0,18.0,351
733,1996,95,72,0,24.0,135.0,48
733,2001,0,0,0,,143.0,0
733,2006,180,65,0,49.0,69.0,98
733,2011,138,77,0,89.0,434.0,173
733,2016,301,177,0,124.0,252.0,287
734,1986,755,365,0,244.0,,557
734,1991,1523,351,0,703.0,117.0,1287
734,1996,2461,900,0,781.0,275.0,1612
734,2001,3175,1559,68,1134.0,936.0,2459
734,2006,2557,984,66,967.0,1203.0,2145
734,2011,1892,871,160,724.0,1260.0,1649
734,2016,2120,813,26,776.0,1053.0,1806
735,1986,1998,733,0,560.0,,1213
735,1991,820,351,0,234.0,117.0,351
735,1996,2697,1018,0,899.0,166.0,1706
735,2001,2281,1027,0,817.0,220.0,1624
735,2006,2032,882,0,770.0,163.0,1622
735,2011,2093,853,0,812.0,196.0,1606
735,2016,3006,1414,0,1201.0,87.0,2548
736,1986,414,122,0,97.0,,218
736,1991,2109,936,0,469.0,257.0,1404
736,1996,189,95,0,95.0,159.0,141
736,2001,523,210,40,207.0,157.0,433
736,2006,623,163,49,279.0,115.0,607
736,2011,901,242,0,295.0,252.0,776
736,2016,587,274,28,291.0,140.0,582
737,1986,244,97,0,97.0,,169
737,1991,1289,468,0,351.0,351.0,1170
737,1996,237,141,0,118.0,389.0,238
737,2001,362,139,102,123.0,146.0,261
737,2006,688,378,0,213.0,252.0,426
737,2011,723,348,0,259.0,239.0,680
737,2016,361,160,0,146.0,171.0,339
738,1986,195,72,0,49.0,,98
738,1991,0,0,0,,0.0,0
738,1996,118,48,0,47.0,24.0,72
738,2001,299,156,0,71.0,223.0,227
738,2006,229,81,0,82.0,71.0,194
738,2011,621,366,0,186.0,32.0,522
738,2016,338,180,0,120.0,30.0,427
739,1986,1364,485,0,414.0,,926
739,1991,351,234,0,234.0,0.0,234
739,1996,1633,545,0,497.0,422.0,1112
739,2001,1528,714,0,477.0,169.0,1134
739,2006,1278,456,66,443.0,204.0,916
739,2011,946,363,0,406.0,135.0,780
739,2016,969,461,0,394.0,199.0,861
740,1986,1023,340,48,317.0,,610
740,1991,234,117,0,117.0,164.0,234
740,1996,1420,664,0,426.0,119.0,946
740,2001,1100,600,0,380.0,231.0,860
740,2006,1311,622,0,426.0,123.0,1130
740,2011,1279,417,235,369.0,188.0,750
740,2016,1127,493,33,444.0,170.0,1116
741,1986,983,377,0,260.0,,696
741,1991,826,509,0,318.0,64.0,828
741,1996,1265,607,0,455.0,202.0,1035
741,2001,706,341,0,240.0,74.0,505
741,2006,1165,546,0,357.0,94.0,771
741,2011,2011,1024,0,777.0,177.0,1574
741,2016,844,388,42,330.0,54.0,777
742,1986,578,290,0,202.0,,464
742,1991,1834,633,0,651.0,104.0,1296
742,1996,1087,506,0,379.0,233.0,682
742,2001,1106,460,0,369.0,103.0,773
742,2006,1466,544,0,507.0,126.0,996
742,2011,1776,773,0,663.0,447.0,1401
742,2016,1613,797,23,511.0,457.0,1525
743,1986,694,174,0,174.0,,348
743,1991,1739,456,0,519.0,821.0,1310
743,1996,708,303,0,202.0,158.0,428
743,2001,731,285,0,228.0,122.0,535
743,2006,1503,714,150,507.0,236.0,1000
743,2011,727,376,0,314.0,209.0,568
743,2016,1492,803,0,558.0,213.0,1202
744,1986,1648,867,0,549.0,,1245
744,1991,834,304,0,303.0,150.0,684
744,1996,1290,353,0,379.0,113.0,884
744,2001,675,334,0,246.0,517.0,601
744,2006,1206,482,64,450.0,451.0,962
744,2011,1718,782,47,587.0,752.0,1479
744,2016,1579,658,12,591.0,1166.0,1364
745,1986,231,87,0,116.0,,203
745,1991,1024,342,152,303.0,243.0,741
745,1996,632,202,0,228.0,242.0,479
745,2001,958,393,0,304.0,196.0,670
745,2006,836,418,32,322.0,276.0,674
745,2011,1113,506,0,323.0,527.0,856
745,2016,2001,972,16,623.0,520.0,1134
746,1986,0,0,0,,,0
746,1991,0,0,0,,0.0,0
746,1996,0,0,0,,0.0,0
746,2001,40,20,0,20.0,87.0,40
746,2006,0,0,0,,0.0,0
746,2011,259,90,0,119.0,22.0,214
746,2016,248,129,56,115.0,37.0,259
747,1986,405,203,0,145.0,,290
747,1991,95,19,0,38.0,38.0,57
747,1996,101,51,0,51.0,96.0,75
747,2001,298,176,0,95.0,178.0,217
747,2006,254,85,0,85.0,208.0,204
747,2011,628,253,189,172.0,130.0,403
747,2016,1091,594,11,358.0,61.0,840
748,1986,2227,925,0,925.0,,1331
748,1991,3090,1232,0,1005.0,1750.0,1897
748,1996,4072,1466,51,1517.0,1069.0,2457
748,2001,4875,1845,192,1591.0,1025.0,3254
748,2006,4746,1881,102,1661.0,1235.0,3101
748,2011,4435,2014,248,1601.0,845.0,2975
748,2016,5041,2141,968,1715.0,960.0,3395
749,1986,1909,637,0,665.0,,1129
749,1991,3185,1232,0,1157.0,1929.0,1935
749,1996,5159,1819,0,1998.0,1923.0,2883
749,2001,5473,2188,0,2101.0,2103.0,3583
749,2006,5028,1983,0,2076.0,2226.0,3374
749,2011,5345,1972,34,2051.0,3348.0,3813
749,2016,4880,1854,260,2172.0,2944.0,3564
750,1986,723,290,0,231.0,,551
750,1991,550,190,0,114.0,38.0,342
750,1996,76,0,0,25.0,46.0,25
750,2001,785,353,0,257.0,155.0,570
750,2006,639,256,0,194.0,163.0,416
750,2011,826,340,0,275.0,192.0,686
750,2016,1128,536,0,322.0,217.0,831
751,1986,694,232,116,202.0,,406
751,1991,607,190,0,209.0,254.0,475
751,1996,228,126,0,76.0,75.0,203
751,2001,547,304,0,228.0,70.0,432
751,2006,900,386,0,306.0,195.0,610
751,2011,1120,483,0,421.0,331.0,1008
751,2016,599,285,16,243.0,332.0,461
752,1986,1215,493,0,405.0,,841
752,1991,379,114,0,114.0,19.0,209
752,1996,51,50,0,25.0,0.0,50
752,2001,154,34,0,54.0,93.0,94
752,2006,418,209,0,193.0,174.0,386
752,2011,675,236,0,288.0,310.0,629
752,2016,334,114,0,125.0,166.0,285
754,1986,646,216,0,189.0,,351
754,1991,0,0,0,,264.0,0
754,1996,202,74,0,74.0,128.0,128
754,2001,456,179,0,178.0,40.0,397
754,2006,250,162,0,132.0,122.0,222
754,2011,168,85,0,67.0,162.0,120
754,2016,428,199,280,127.0,245.0,288
755,1986,242,54,0,108.0,,189
755,1991,368,0,0,245.0,23.0,245
755,1996,533,110,0,184.0,115.0,254
755,2001,496,217,0,198.0,46.0,337
755,2006,646,248,0,235.0,64.0,511
755,2011,540,223,0,230.0,198.0,440
755,2016,181,58,0,66.0,334.0,166
756,1986,3016,1104,0,1077.0,,1590
756,1991,1838,245,0,980.0,1074.0,1105
756,1996,2720,660,0,1250.0,782.0,1617
756,2001,2359,831,20,1050.0,760.0,1646
756,2006,2468,836,30,1014.0,1251.0,1662
756,2011,2192,618,0,1052.0,917.0,1766
756,2016,2728,772,0,1372.0,550.0,2129
757,1986,969,459,0,404.0,,540
757,1991,735,123,0,245.0,123.0,369
757,1996,441,166,0,147.0,55.0,292
757,2001,614,357,0,238.0,79.0,377
757,2006,925,424,0,308.0,146.0,673
757,2011,476,282,0,186.0,35.0,426
757,2016,455,280,0,201.0,106.0,383
758,1986,485,243,0,189.0,,378
758,1991,0,0,0,,0.0,0
758,1996,386,184,0,110.0,55.0,218
758,2001,238,100,0,59.0,40.0,140
758,2006,323,147,0,88.0,73.0,222
758,2011,213,84,0,81.0,91.0,149
758,2016,44,0,0,15.0,0.0,30
759,1986,754,189,0,189.0,,405
759,1991,1838,738,0,490.0,312.0,982
759,1996,1011,405,37,294.0,311.0,570
759,2001,1407,772,0,515.0,277.0,1166
759,2006,1116,457,0,338.0,378.0,839
759,2011,1370,465,0,508.0,574.0,1026
759,2016,1367,583,0,542.0,433.0,1085
760,1986,404,54,0,108.0,,243
760,1991,0,0,0,,0.0,0
760,1996,129,0,0,55.0,18.0,55
760,2001,456,199,0,178.0,99.0,357
760,2006,367,103,0,147.0,231.0,250
760,2011,416,233,0,149.0,249.0,377
760,2016,274,75,0,108.0,40.0,205
761,1986,2962,944,0,943.0,,1563
761,1991,368,246,0,245.0,116.0,369
761,1996,1746,514,0,680.0,433.0,1012
761,2001,1764,693,0,793.0,618.0,1268
761,2006,2277,896,0,837.0,782.0,1279
761,2011,2185,771,109,879.0,706.0,1377
761,2016,2210,857,0,844.0,842.0,1413
762,1986,189,27,0,54.0,,81
762,1991,1960,615,0,613.0,410.0,1475
762,1996,1011,366,0,331.0,363.0,664
762,2001,496,218,0,198.0,301.0,398
762,2006,690,324,0,235.0,92.0,546
762,2011,939,482,72,297.0,318.0,757
762,2016,1358,691,0,442.0,309.0,1127
763,1986,135,27,0,54.0,,54
763,1991,368,123,0,245.0,23.0,369
763,1996,1103,385,0,386.0,133.0,514
763,2001,1368,496,0,634.0,159.0,894
763,2006,881,294,0,455.0,268.0,544
763,2011,1307,558,0,491.0,454.0,839
763,2016,309,190,0,115.0,306.0,249
764,1986,54,0,0,27.0,,27
764,1991,490,246,0,123.0,0.0,246
764,1996,1103,403,0,294.0,178.0,643
764,2001,733,317,0,238.0,99.0,518
764,2006,837,453,0,294.0,59.0,765
764,2011,854,403,0,281.0,134.0,705
764,2016,752,343,0,279.0,58.0,681
765,1986,108,54,0,54.0,,162
765,1991,1838,859,0,735.0,290.0,1717
765,1996,1048,423,37,368.0,132.0,806
765,2001,476,177,0,119.0,116.0,218
765,2006,823,279,0,338.0,259.0,692
765,2011,462,255,0,180.0,172.0,406
765,2016,1025,445,0,369.0,271.0,908
1001,1986,0,0,0,,,0
1001,1991,0,0,0,,48.0,0
1001,1996,0,0,0,,201.0,0
1001,2001,0,0,0,,246.0,0
1001,2006,0,0,0,,278.0,0
1001,2011,0,0,0,,510.0,0
1001,2016,0,0,0,,90.0,0
1002,1986,43,44,0,22.0,,44
1002,1991,43,0,0,22.0,0.0,44
1002,1996,0,0,0,,80.0,0
1002,2001,0,0,0,,776.0,0
1002,2006,0,0,0,,1033.0,0
1002,2011,0,0,0,,2161.0,0
1002,2016,0,0,0,,3468.0,0
1003,1986,47,48,0,24.0,,24
1003,1991,87,0,0,22.0,314.0,66
1003,1996,0,0,0,,326.0,0
1003,2001,36,18,0,18.0,432.0,54
1003,2006,0,0,0,,964.0,0
1003,2011,0,0,0,,3991.0,0
1003,2016,0,0,0,,5975.0,0
1004,1986,189,144,0,47.0,,144
1004,1991,0,0,0,,70.0,0
1004,1996,105,34,0,17.0,127.0,85
1004,2001,127,54,0,36.0,330.0,126
1004,2006,0,0,0,,462.0,0
1004,2011,69,19,0,34.0,791.0,51
1004,2016,0,0,0,,1542.0,0
1005,1986,71,24,0,24.0,,48
1005,1991,109,44,0,43.0,70.0,88
1005,1996,0,0,0,,38.0,0
1005,2001,40,40,0,20.0,282.0,60
1005,2006,100,20,0,20.0,163.0,20
1005,2011,0,0,0,,367.0,0
1005,2016,0,0,0,,803.0,0
1006,1986,0,0,0,,,0
1006,1991,196,88,0,43.0,44.0,132
1006,1996,0,0,0,,19.0,0
1006,2001,120,60,0,60.0,53.0,140
1006,2006,20,0,0,20.0,77.0,0
1006,2011,0,0,0,,73.0,0
1006,2016,0,0,0,,34.0,0
1007,1986,0,0,0,,,0
1007,1991,87,22,0,22.0,22.0,44
1007,1996,187,84,0,62.0,44.0,105
1007,2001,180,120,0,80.0,38.0,120
1007,2006,107,54,0,36.0,147.0,72
1007,2011,51,0,0,33.0,123.0,33
1007,2016,3647,1846,1024,1139.0,247.0,2048
1008,1986,142,48,0,47.0,,94
1008,1991,217,22,0,65.0,43.0,132
1008,1996,375,146,0,125.0,108.0,292
1008,2001,558,224,0,149.0,72.0,318
1008,2006,269,126,0,90.0,98.0,198
1008,2011,319,158,108,91.0,219.0,227
1008,2016,2617,1238,76,725.0,192.0,1667
1009,1986,95,48,0,24.0,,24
1009,1991,22,0,0,22.0,413.0,22
1009,1996,167,42,0,62.0,39.0,126
1009,2001,0,0,0,,360.0,0
1009,2006,36,0,0,18.0,441.0,36
1009,2011,90,69,0,23.0,184.0,92
1009,2016,34,14,14,14.0,86.0,28
1010,1986,166,94,0,47.0,,120
1010,1991,283,66,0,87.0,65.0,240
1010,1996,167,84,0,62.0,42.0,63
1010,2001,440,100,0,140.0,100.0,240
1010,2006,179,108,0,54.0,56.0,162
1010,2011,273,193,0,104.0,125.0,147
1010,2016,443,246,0,136.0,64.0,384
1011,1986,118,96,0,24.0,,96
1011,1991,109,22,0,43.0,0.0,66
1011,1996,292,105,0,83.0,39.0,166
1011,2001,300,100,0,80.0,58.0,260
1011,2006,251,108,0,72.0,171.0,180
1011,2011,154,42,0,42.0,33.0,108
1011,2016,397,184,22,113.0,247.0,347
1012,1986,189,24,0,24.0,,24
1012,1991,109,22,0,43.0,22.0,86
1012,1996,229,84,0,42.0,42.0,147
1012,2001,293,136,0,78.0,72.0,194
1012,2006,251,90,0,90.0,21.0,180
1012,2011,214,64,0,77.0,20.0,158
1012,2016,607,341,13,156.0,74.0,511
1013,1986,308,119,0,118.0,,263
1013,1991,43,0,0,22.0,22.0,22
1013,1996,937,417,0,312.0,295.0,686
1013,2001,566,206,0,194.0,206.0,326
1013,2006,931,448,36,286.0,346.0,628
1013,2011,1116,414,0,315.0,432.0,538
1013,2016,615,262,0,221.0,175.0,385
1014,1986,166,94,0,47.0,,94
1014,1991,87,66,0,43.0,158.0,66
1014,1996,250,84,0,83.0,114.0,187
1014,2001,760,380,40,200.0,171.0,420
1014,2006,1377,600,108,399.0,187.0,979
1014,2011,1162,428,0,386.0,112.0,1067
1014,2016,665,333,0,194.0,309.0,614
1015,1986,781,308,47,237.0,,547
1015,1991,544,239,86,217.0,22.0,413
1015,1996,625,334,0,250.0,241.0,522
1015,2001,1080,400,0,380.0,269.0,720
1015,2006,770,198,0,269.0,309.0,466
1015,2011,510,166,81,217.0,316.0,338
1015,2016,91,14,0,31.0,269.0,36
1016,1986,189,48,0,47.0,,72
1016,1991,109,66,0,43.0,22.0,66
1016,1996,115,42,0,38.0,87.0,93
1016,2001,6008,3293,196,1994.0,582.0,3797
1016,2006,15015,6320,1925,4121.0,1078.0,8116
1016,2011,11947,4816,1938,3461.0,1366.0,6763
1016,2016,14586,6795,3157,4260.0,1193.0,9012
1017,1986,0,0,0,,,0
1017,1991,43,22,0,22.0,44.0,44
1017,1996,35,0,0,17.0,19.0,51
1017,2001,4388,2185,49,1192.0,305.0,2486
1017,2006,3260,1360,880,940.0,477.0,1840
1017,2011,4291,1816,822,1220.0,306.0,2621
1017,2016,4691,2048,674,1336.0,318.0,2820
1018,1986,0,0,0,,,0
1018,1991,87,22,0,22.0,0.0,44
1018,1996,2703,1150,140,767.0,124.0,1639
1018,2001,4829,2210,49,1260.0,138.0,3134
1018,2006,2979,1252,352,875.0,327.0,1853
1018,2011,2592,1057,319,788.0,363.0,1896
1018,2016,2610,1327,401,773.0,219.0,1973
1019,1986,556,397,0,162.0,,369
1019,1991,1413,630,173,304.0,91.0,760
1019,1996,2075,786,315,523.0,239.0,1238
1019,2001,2955,1448,108,816.0,361.0,2175
1019,2006,2979,1289,707,792.0,410.0,1835
1019,2011,2204,1104,170,742.0,432.0,1773
1019,2016,2402,1143,167,723.0,351.0,1839
1020,1986,2102,908,260,520.0,,1430
1020,1991,2261,868,108,609.0,174.0,1262
1020,1996,1388,707,139,458.0,289.0,1090
1020,2001,1360,669,73,381.0,262.0,1014
1020,2006,1725,769,331,560.0,318.0,1243
1020,2011,1956,760,192,625.0,308.0,1539
1020,2016,2170,1008,261,651.0,319.0,1631
1021,1986,3012,1364,477,802.0,,1561
1021,1991,5522,2325,1001,1457.0,946.0,3196
1021,1996,5501,2394,916,1555.0,567.0,3130
1021,2001,5370,2657,398,1676.0,831.0,3705
1021,2006,5447,2197,635,1761.0,941.0,3646
1021,2011,4919,2169,1033,1705.0,903.0,3235
1021,2016,5882,2261,669,2227.0,1626.0,4130
1022,1986,3120,1366,757,780.0,,1387
1022,1991,5718,2262,1327,1348.0,265.0,2822
1022,1996,6575,2528,1308,1727.0,918.0,3558
1022,2001,5838,2337,452,1487.0,1323.0,3550
1022,2006,5860,2620,2000,1720.0,1283.0,3680
1022,2011,5466,2103,791,1785.0,1138.0,3528
1022,2016,5729,2607,803,1660.0,1314.0,3880
1023,1986,2535,1064,304,715.0,,1212
1023,1991,1587,565,0,544.0,1026.0,762
1023,1996,2372,1057,80,817.0,1480.0,1537
1023,2001,3198,1401,307,990.0,1538.0,1838
1023,2006,2345,899,39,918.0,744.0,1348
1023,2011,2571,825,181,1201.0,800.0,1523
1023,2016,2866,1110,164,1379.0,634.0,2011
1024,1986,0,0,0,,,0
1024,1991,0,0,0,,939.0,0
1024,1996,366,157,140,140.0,1603.0,191
1024,2001,0,0,0,,2251.0,0
1024,2006,0,0,0,,2492.0,0
1024,2011,33,0,0,17.0,2793.0,17
1024,2016,66,0,0,46.0,2501.0,60
1025,1986,0,0,0,,,0
1025,1991,43,22,0,22.0,355.0,22
1025,1996,0,0,0,,1012.0,0
1025,2001,18,0,0,18.0,1235.0,0
1025,2006,371,0,0,313.0,1038.0,98
1025,2011,133,16,0,133.0,1208.0,31
1025,2016,632,339,0,442.0,1277.0,595
1026,1986,347,195,0,130.0,,258
1026,1991,652,217,0,196.0,110.0,305
